"838aaa22-0117-11db-92e3-0800200c9a66";"Units of length";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"838aaa23-0117-11db-92e3-0800200c9a66";"3d314eab-ef11-4ff3-a35e-9bc5cd858694"
"876adcd3-29e6-44e2-acdd-11be304ae654";"Units of energy/area*time";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"e2f7001e-a331-4fc7-8052-c0b9bcf6a05f";"aff60d84-007c-4f30-bfda-3853760f6954"
"93a60a57-a3c8-11da-a746-0800200c9a66";"Units of energy";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"f6811440-ee37-11de-8a39-0800200c9a66";"52765a6c-3896-43c2-b2f4-c679acf13efe"
"93a60a57-a3c8-12da-a746-0800200c9a66";"Units of volume";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"93a60a56-a3c8-22da-a746-0800200c9a66";"1c3a9695-398d-4b1f-b07e-a8715b610f70"
"93a60a57-a3c8-16da-a746-0800200c9a66";"Units of radioactivity";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"93a60a56-a3c8-17da-a746-0800200c9a66";"e9773595-284e-46dd-9671-5fc9ff406833"
"93a60a57-a3c8-18da-a746-0800200c9a66";"Units of area";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"93a60a56-a3c8-19da-a746-0800200c9a66";"3ce61faa-5716-41c1-aef6-b5920054acc9"
"93a60a57-a3c8-20da-a746-0800200c9a66";"Units of area*time";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"93a60a56-a3c8-21da-a746-0800200c9a66";"c7266b67-4ea2-457f-b391-9b94e26e195a"
"93a60a57-a3c8-23da-a746-0800200c9a66";"Units of volume*time";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"441238a3-ba09-46ec-b35b-c30cfba746d1";"ee5f2241-18af-4444-b457-b275660e5a20"
"93a60a57-a4c8-11da-a746-0800200c9a66";"Units of mass";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"93a60a56-a3c8-11da-a746-0800200b9a66";"20aadc24-a391-41cf-b340-3e4529f44bde"
"9e5a91be-b3d1-4268-8e7d-e5e93f6a75d4";"Units of groundwater replenishment (transf.)";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"58ea2de8-1f31-4248-9b03-18ec5d8db13b";"95e8feec-abc7-4eb0-bf39-2a6d411cba8d"
"a6941776-ee4b-40fe-9a05-e19faac45240";"Units of mole*area*time/mass";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"8a9107c2-62a2-4997-95b0-6944c80b774e";"2e16ca4a-9f65-472f-b4cb-274050aaf328"
"af16ae7e-3e04-408a-b8ae-5b3666dbe7f9";"Units of vehicle transport";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"ecbe0a5d-f397-4b74-993d-32d231e4bcf9";"19a89180-e40c-4f6b-bcd3-d7347566d1e7"
"af638906-3ec7-4314-8de7-f76039f2dd01";"Units of time";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"c0447923-0e60-4b3c-97c2-a86dddd9eea5";"11074cfd-08a4-449b-adad-18ce24a1b275"
"c28831de-8759-43da-98bd-05617cb1722d";"Units of mass/time";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"fd9a098b-253e-4f1e-986d-76a775c51722";"94b84332-8f2d-4592-b2a0-e19da33a69e9"
"da299c4d-1741-4da8-9fbd-5ccfb5e1d688";"Units of currency";;"9a0997cc-7271-3ba1-b905-bfc8b81bd927";"fdfecf14-ff8a-4e17-b2b2-f938c4b5cc27";"a55b7fe7-fa09-47ef-be62-e07b8e6f4351"
"f2275057-f8be-4db9-bb78-5dfc276967a0";"Units of length*area/time";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"05e42ba1-dbcd-4dc2-b735-a2f17dd211ae";"aa14a795-2239-496a-81b0-ad7cb8bbe0d2"
"ff8ed45d-bbfb-4531-8c7b-9b95e52bd41d";"Units of volume*length";;"00d44049-4768-313c-b2a5-c2d545f8e0ec";"64771383-534c-4051-84ca-e195564d5425";"5042a5e9-b8fd-40ca-b13e-cb9f1ce0357a"
