"d018183e-ea8c-4a41-a303-627c9b9b173d";"cm";"Centimetre";0.01;;"838aaa22-0117-11db-92e3-0800200c9a66"
"d022bf34-1162-4579-90ab-dcca9620ce54";"Mg";"Megagram = 1 metric tonne";1000;;"93a60a57-a4c8-11da-a746-0800200c9a66"
"d0c791b3-d989-4d90-906c-d01006e45ce0";"CHF 2005";"Swiss franc";1.12;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"d24270f0-c1f2-49ec-a6bf-e86a74177070";"lb*nmi";"British pound (avoirdupois) times nautical mile";0.00084;;"838aaa21-0117-11db-92e3-0800200c9a66"
"d246fd48-c363-4f0e-ab01-641325dd89eb";"KRW 2000";"South Korean won";0.00095;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"d4922696-9c95-4b5d-a876-425e98276978";"sh tn";"Short ton";907.18;"tn.sh";"93a60a57-a4c8-11da-a746-0800200c9a66"
"dc4bb818-ab06-4f65-ade9-a69a3ca116fd";"dm2";"Square decimetres";0.01;;"93a60a57-a3c8-18da-a746-0800200c9a66"
"dce13106-087c-4fea-bfaa-def214e3cecb";"LTL 2000";"Lithuanian litas";0.27;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"de900fea-2536-4fe5-a92d-00ac9a28654b";"m3*mi";"Cubic metre times international mile";1.6;;"ff8ed45d-bbfb-4531-8c7b-9b95e52bd41d"
"debee4d9-bc47-4e35-8624-4957ecb75386";"ha";"Hectare";10000;;"93a60a57-a3c8-18da-a746-0800200c9a66"
"df1ceca8-2d2a-46fa-91c1-24e5dd0f248f";"nBq";"nanoBequerel";1e-12;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"df6987d7-afcc-4c92-ae2c-3ce3bc6f5578";"ul";"Microlitre";1e-09;"µl;µL";"93a60a57-a3c8-12da-a746-0800200c9a66"
"e0c570ff-d195-4646-b15d-b8de687d10a8";"EUR 2003";"Euro 2003";1.25;;"da299c4d-1741-4da8-9fbd-5ccfb5e1d688"
"e114cd83-3e7f-4466-8028-761c0469f7c7";"are";"Are";100;;"93a60a57-a3c8-18da-a746-0800200c9a66"
"e1317ffc-7f83-4a85-bc65-4fb229a25cf8";"g";"Gram";0.001;;"93a60a57-a4c8-11da-a746-0800200c9a66"
"e24e5e7b-6c5c-4847-969d-7772ed5df017";"hl";"Hectolitre";0.1;"hL";"93a60a57-a3c8-12da-a746-0800200c9a66"
"e2987dad-3b7e-451e-82df-fe91756e752a";"mBq";"miliBequerel";1e-06;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"e5ccc940-eb40-41f9-847e-5ee691ba8c2f";"long tn";"Long ton";1016.04;"tn.lg";"93a60a57-a4c8-11da-a746-0800200c9a66"
"e720c842-19f5-4a38-8573-78dd13719f5b";"kt";"Kilotonne";1000000;;"93a60a57-a4c8-11da-a746-0800200c9a66"
"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";"Kilo-Bequerel, 1000 events per second";1;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"ee5f2241-18af-4444-b457-b275660e5a20";"m3*a";"Cubic metre times year";1;"m³*a;m3a;m3y";"93a60a57-a3c8-23da-a746-0800200c9a66"
"ef6d9358-a156-4c73-b678-320ddee7d2eb";"Ci";"Curie";37000000;;"93a60a57-a3c8-16da-a746-0800200c9a66"
"efbbab8b-eb92-4e39-bd5f-99951ffda6c3";"ft2*a";"British square feet times year";0.09;"ft²*a;ft²a;ft2a";"93a60a57-a3c8-20da-a746-0800200c9a66"
"f3a1ae74-9750-4199-acdc-2e7e0546e0a5";"m3*d";"Cubic metre times day";0.00274;"m³*d;m3d;m3day";"93a60a57-a3c8-23da-a746-0800200c9a66"
